x,y
382,-12.38856291376275
994,15.895315733473893
982,4.751046835864369
47,18.224438559321086
521,-4.990983478046511
636,-8.56299652072652
19,3.4958794926216252
366,8.097846219654345
340,-1.428666667855742
952,7.183548419601235
675,0.2097589539477478
306,2.18813508280479
835,9.187734766509061
429,-1.6190058300535677
823,-7.152009141648521
304,-0.7825995811738853
355,-2.5091127630610996
177,-4.558231225154323
945,-11.437697224128325
60,-10.450058573235632
309,-3.8757869787231125
892,-28.82441376020526
301,-12.77418297281665
920,12.192026656128107
594,-1.4149931020995543
761,-13.562513976679151
107,-12.450092084450269
747,-2.329643174725115
988,-2.303885365859627
806,-8.422452776583192
99,4.017463167440297
250,-2.94825768156427
833,1.0935962752529784
474,-2.427096803680267
703,11.549343058941204
941,0.6040041645190808
383,-1.4791027383912732
680,0.9813804906592383
181,1.555737618332536
12,-5.4119859720224595
613,-8.857866800427619
85,-1.8097348625730276
320,0.9921310257198075
649,-4.466076040383754
710,-8.813743463995818
385,1.1580580641101625
890,5.647263494672889
439,20.412835657662033
135,-8.816857724351268
567,0.05597090747909683
298,-7.6897696533370254
160,-7.268986426421893
268,3.811952682428573
658,-4.459780948064777
996,-19.796802447057523
641,8.010990759714286
906,21.292762579042275
805,-3.2746088486002947
893,6.537448577789286
389,-2.334384389410474
121,-10.528726351776223
837,1.9509146323404378
187,0.9908880880848123
16,-3.9961339849256956
773,-0.8301415531228888
493,5.767096244877963
341,15.48681434716184
426,-2.077655023890496
467,19.588710467265265
106,4.4851310660661845
408,7.4215787406830245
23,2.6157001222521865
831,5.625142675288089
69,-16.92823564558717
900,-2.5536979283676904
676,0.19195268686773614
801,6.789734005642822
599,11.960921323448598
643,5.658087086665699
339,-18.468017549184932
701,9.284870542150571
873,15.369401370797881
74,0.17264538876467306
218,13.576402039962385
525,7.411494494446522
265,12.978683964301913
891,-0.232689619426659
110,-16.62030381493068
435,2.0845246359665923
980,8.800724884191567
632,-2.958562414692455
185,-7.6451758192995545
286,1.7204914544883287
582,-12.580784602589222
899,-13.052945539709055
459,-3.818048732346891
415,-14.93278200430606
61,9.614962509115077
347,1.036309362387429
349,-8.958610222888993
731,4.615885412367489
716,-5.842454029838104
640,7.161791753163027
804,-1.8501122071892007
737,-9.423852590320422
329,14.069612950817113
927,-6.226889238879491
134,5.3306561066137865
787,-0.9258659105614855
764,4.081430977837961
784,10.68055820532442
57,6.429769869748643
825,-1.0477976184711473
928,7.513793621766835
859,-2.7121032503621163
786,-9.505880308588768
291,1.119102538025312
46,-0.8569484969186689
277,13.629418430072914
841,6.975575908116757
926,-0.3996445393772836
224,-12.509709787967855
530,16.33342415959897
280,-6.428053034240259
0,14.330159530228906
817,-2.7723060502947576
495,-7.0960539186091
66,8.36918379125358
403,15.269542906403524
563,4.5829074628568245
481,-9.568970937357582
571,5.3087859569525975
882,2.3963846735509304
294,0.919348721690657
619,-8.456342375824834
743,-8.569035835187748
245,7.093244690915569
257,6.573508814522282
161,-12.045739956812321
726,-1.6336077908468494
605,-7.195083457412931
953,11.947964180176722
436,7.2318378787196105
855,24.94449421090661
768,-23.355689925327813
247,-4.02325809601791
541,-7.536347633377973
239,8.408631088773868
220,15.732559521534949
957,6.804600054530004
92,-6.74221676172931
114,0.6527005234388308
798,6.152365266883724
979,0.7145508440938437
76,-6.051629436202876
981,-6.734114788565238
386,1.8394621157624065
132,-14.928861944406947
863,-13.054441866628165
990,4.599646498836203
58,-0.03397097058901011
289,2.444300710935546
246,6.562707318851373
364,0.5703488562560466
871,-15.976925892894304
40,-4.606080487645233
89,8.299020207693678
192,17.770449866639435
422,-0.982971848045266
68,18.897544973081565
661,-30.823683110156267
372,11.509322325716393
139,-2.0496158413578653
388,-6.341833920124126
832,-0.42967730031011614
118,8.402793877537045
579,9.646848464875426
922,16.187973624192555
791,2.3135177866620236
350,12.913579955474692
811,-11.332279405808233
434,14.06641631657452
669,0.20331666086075062
931,11.15928940966321
948,14.988561406271948
14,9.107372356214272
375,8.630639020441324
82,-1.1337556338008392
491,7.606455325897555
