x,y
382,27.81206754255357
994,117.31188902850876
982,104.95167729218069
47,30.702551364788423
521,51.70318437797508
636,62.66656245757581
19,12.728152137158222
366,46.750736136393655
340,34.883608368115176
952,104.54998324262841
675,75.69656941944594
306,35.733526763471765
835,97.65499268062572
429,43.60857721764907
823,80.49148425982683
304,32.6090227845671
355,35.12776976124662
177,19.826921365239812
945,85.30851222855513
60,3.4560205900334715
309,29.901954689291532
892,63.662356195736955
301,20.38843074167375
920,106.84012236940241
594,64.74943589363741
761,69.61295770363054
107,6.162993981920655
747,79.74000841975376
988,98.4988019979995
806,78.04337234898036
99,21.88032034072219
250,26.550127898450206
833,89.4236848879222
474,48.21062102321878
703,89.78989404158236
941,97.00247064577447
383,38.82104815283882
680,76.9788042488185
181,26.23547720463432
12,2.975827959864925
613,59.65132233032788
85,14.690086458074589
320,35.64022673899411
649,68.23514045114041
710,70.0753871484673
385,41.658236743462545
890,97.98598388161437
439,66.79754683206272
135,12.264692703202083
567,62.7734329382359
298,25.245747376263104
160,15.82905542079772
268,34.56499304822184
658,69.23006327506681
996,81.82702003339635
641,79.81252427845891
906,114.83815425970926
805,83.12124734543167
893,99.09852371153818
389,38.56979673916401
121,9.348383808308405
837,90.55535620966556
187,26.10737092237732
16,4.875717924495643
773,83.25746771110136
493,58.81946037321224
341,51.88528082841722
426,42.8084290121392
467,69.35335100519072
106,23.00556451096275
408,50.31615950555242
23,12.324943389018683
831,93.8180487886499
69,-2.0649633548813764
900,90.5330079652288
676,75.7815419967869
801,92.90469929758375
599,78.7499134364864
643,77.68634747228377
339,17.758360780831737
701,87.33722211960111
873,106.47674012999362
74,15.556349472416052
218,40.875400002412285
525,64.63049050303269
265,43.52054862199706
891,92.17996303368956
110,2.2688267975324425
435,48.00297420841324
980,108.8033011260323
632,67.80821743790504
185,17.32637936287639
286,33.76527567305616
582,52.0656389702701
899,79.95806234725316
459,44.96156932745491
415,28.724336241940126
61,23.62868155233288
347,37.95819655692009
349,28.140173285586847
731,85.35916852520822
716,73.59023846044663
640,78.8495167171921
804,84.47567681458415
737,71.82512606939827
329,49.45287886088225
927,88.9911235034804
134,26.328068659193477
787,84.19061692373103
764,87.4878365890811
784,95.57940900801347
57,20.01102081303557
825,86.73320637294267
928,102.81429589893331
859,87.41015809084448
786,75.53821788046544
291,33.53175519114153
46,11.509154846674662
277,45.022530708284364
841,95.85453809204213
926,94.73615084604828
224,15.202556030209674
530,74.20912285621748
280,25.180883173131996
0,21.243453636632417
817,84.45764227876502
495,46.21372021143594
66,22.91629387451427
403,57.62899192376238
563,66.78129584688193
481,41.951289476340634
571,68.54353666030322
882,94.14996110069161
294,33.55491972595371
619,60.77593026871177
743,73.17557871715655
245,36.247115256879724
257,36.55662000172383
161,11.129731723497372
726,78.68030817312346
605,60.33652091353978
953,109.40423603003084
436,53.26643267228841
855,114.78876969522979
768,60.3555595327155
247,25.268280692993624
541,51.784690182696664
239,37.15029824438986
220,43.169495988573004
957,104.62334911124307
92,10.447150499098859
114,19.90545978664107
798,92.05550518078735
979,100.61859309299544
76,9.537959873716282
981,93.3673241475076
386,42.44014814527604
132,5.899418643330385
863,77.34716974934675
990,105.60564991742511
58,13.655873252542587
289,34.70927100973279
246,35.78539130786293
364,39.03563048187013
871,74.98832340375509
40,7.08164447638385
89,25.1948390791192
192,43.246587083409814
422,43.45195312697348
68,33.655754065331614
661,43.190035933061544
372,50.73281221955622
139,19.365672984241453
388,34.46085344373499
832,87.83182343482973
118,28.01417708235664
579,73.91000202668482
922,110.99758191606217
791,87.71801640571047
350,50.10127177334724
811,75.48203238689153
434,59.86900376399483
669,75.06658895156654
931,106.7089124101843
948,111.99874379030622
14,17.737694423354377
375,48.143828554943134
82,15.065613909882844
491,60.40195670684911
697,87.00558199954725
879,100.68174179099567
936,107.9125567876812
88,15.01821270991437
363,44.82494364369333
273,41.14908814464883
172,47.48325706806398
554,58.96804254992763
103,21.23578523237067
754,86.3003946416083
673,80.89870971796911
371,37.413261837221086
45,3.1300435343064663
560,69.53282185823733
748,83.01265914483831
419,25.957521837771885
604,50.78596395277894
725,80.32995533811001
11,-14.50140709497654
214,14.031466234586029
344,38.30008509836393
700,67.09200046224832
720,56.23197978076446
147,25.883802619985246
299,40.759104311026164
283,42.51450068659511
745,72.21462510575299
412,63.80249226449094
629,52.804273157759575
795,72.20425746453571
741,89.1978733494756
886,89.00282318961933
735,68.3519630914133
173,19.8136522228454
432,56.608615581411044
985,101.28971098211665
226,22.142258320174324
305,51.72849085954001
31,4.132464731440226
719,74.96678359525997
483,60.04570706956004
766,86.57269098645978
285,35.61124755007717
918,92.85310319004444
482,45.52690173668265
913,99.8528450700623
977,98.43571382366478
116,16.21304490733949
618,74.96043684324061
652,85.95467908572381
704,70.6241914534328
95,15.273400683485594
261,15.843196837706424
635,73.51725109345165
